Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,group,library
prerank,Olfactory_transduction,-0.7606664001611957,-1.4046568351145101,0.0,0.8690804950393781,0.51,22/95,6.02%,OR10H1;OR52I1;OR2AJ1;OR2AT4;OR10H5;OR1A1;OR2L5;OR56B1;OR6C75;CAMK2A;OR10R2;OR6J1;OR52N5;OR3A1;OR1L6;OR2T8;OR7G2;OR2L8;OR2F1;OR9G4;OR4D1;OR4N2,0,KEGG
prerank,Ribosome_FAU,-0.7940647667221468,-1.4026793098966228,0.0,0.45951382496334936,0.53,110/131,16.06%,RPL3L;RPS4Y1;RPS8;RPS12;RPL28;RPS28;RPS27;RPS15A;RPS15;RPL18A;RPS3A;RPL36;RPL12;RPS13;RPL41;RPS3;RPL32;RPL18;RPL39;UBA52;RPS27A;RPL37A;RPL19;RPS23;RPS14;RPL30;RPLP2;RPL26;RPL35A;RPS16;RPL29;RPL37;RPS10;RPS24;RPS11;RPS18;RPL8;RPS5;RPL10;RPS20;RPL34;RPL11;RPS2;RPLP1;RPS19;RPS4X;RPL13A;RPS6;RPL13;RPL22;RPL7;RPL27;RPL35;RPL6;RPL9;RPL21;RPL7A;RPL15;RPS21;RPL23;RPL3;RPL36A;RPLP0;RPS7;RPL10A;RPS25;RPL23A;RPL24;RPL27A;RPL38;RPL5;RPS29;RPS26;RPL14;RPL4;RPSA;RPL36AL;RPS17;MRPL36;MRPL17;MRPS12;RPS9;MRPL11;RPL26L1;MRPL23;RPL31;MRPL34;MRPL12;MRPS2;MRPL14;MRPL35;MRPL28;RPL17;MRPL27;MRPL21;MRPL15;MRPL30;RSL24D1;MRPL10;MRPS7;MRPL33;MRPL18;MRPL9;RPS27L;MRPL24;MRPL32;MRPS17;MRPS21;MRPS18C;MRPS18A,0,KEGG
prerank,Pentose_and,-0.866373466236304,-1.3495186787825078,0.02564102564102564,1.0,0.92,4/15,4.96%,DHDH;UGT2B7;UGT2B17;AKR1B10,0,KEGG
prerank,Basal_cell,-0.7647000980746207,-1.3350141119205834,0.0,1.0,0.96,10/57,6.21%,WNT5A;BMP4;WNT8B;WNT11;FZD7;WNT7A;WNT10A;BMP2;WNT8A;LEF1,0,KEGG
prerank,PPAR_signaling,0.3608636376857899,1.3141765129514964,0.0,1.0,0.76,9/64,7.26%,HMGCS2;APOA2;UCP1;CYP8B1;FABP6;CYP7A1;ACADL;MMP1;SLC27A2,0,KEGG
prerank,Ascorbate_and,-0.7823151706273999,-1.3140909916576047,0.12987012987012986,1.0,1.0,3/13,7.55%,UGT2B7;UGT2B17;ALDH1B1,0,KEGG
prerank,TGF-beta_signaling,-0.7150953981540078,-1.3120293960580571,0.02,1.0,1.0,11/87,7.43%,BMP4;AMH;FST;GDF7;DCN;CHRD;BMP2;INHBE;LEFTY2;ID3;BAMBI,0,KEGG
prerank,Bile_secretion,-0.7447980927268227,-1.311378062545573,0.01020408163265306,1.0,1.0,8/65,5.10%,ATP1A2;SCT;AQP1;UGT2B7;UGT2B17;SLC51B;KCNN2;ATP1B4,0,KEGG
prerank,Antigen_processing,-0.7365461178041882,-1.2981815076514067,0.03,1.0,1.0,49/66,22.65%,KLRC1;KLRC4;KIR2DL4;KIR2DL1;KLRC2;CD8A;KIR2DL3;HSPA8;PSME1;HLA-B;PSME2;HLA-DPA1;HLA-A;HSPA1A;HSP90AB1;HLA-C;HLA-DOA;B2M;CALR;RFXANK;HLA-DPB1;HSP90AA1;HLA-DRA;TAP1;HLA-DMA;CTSL;TNF;HLA-E;CD8B;CANX;HLA-DRB1;HSPA5;HLA-DQA2;HSPA1B;HSPA6;CD74;CTSB;RFX5;TAP2;CD8B2;PDIA3;HSPA2;NFYB;HLA-G;HSPA1L;PSME3;TAPBP;CTSS;HLA-DQA1,0,KEGG
prerank,Coronavirus_disease,-0.7100656173127503,-1.2906572222123067,0.0,1.0,1.0,88/197,9.07%,RPL3L;C1QC;RPS4Y1;RPS8;RPS12;RPL28;RPS28;RPS27;RPS15A;RPS15;RPL18A;RPS3A;RPL36;RPL12;RPS13;RPL41;RPS3;RPL32;FAU;RPL18;RPL39;UBA52;RPS27A;RPL37A;RPL19;RPS23;C8G;RPS14;RPL30;RPLP2;RPL26;RPL35A;RPS16;RPL29;RPL37;RPS10;RPS24;RPS11;RPS18;RPL8;RPS5;RPL10;RPS20;RPL34;RPL11;RPS2;RPLP1;RPS19;RPS4X;RPL13A;RPS6;RPL13;RPL22;RPL7;RPL27;RPL35;RPL6;RPL9;RPL21;RPL7A;RPL15;RPS21;RPL23;RPL3;RPL36A;RPLP0;RPS7;RPL10A;RPS25;RPL23A;RPL24;RPL27A;CCL2;RPL38;RPL5;ISG15;RPS29;RPS26;RPL14;RPL4;RPSA;RPL36AL;RPS17;C1QA;RPS9;C1QB;RPL26L1;RPL31,0,KEGG
prerank,Type_I,-0.7487694019332463,-1.288506482192201,0.06451612903225806,1.0,1.0,19/37,17.05%,CD28;PRF1;PTPRN;GZMB;LTA;HLA-B;HLA-DPA1;HLA-A;HLA-C;HLA-DOA;HLA-DPB1;HLA-DRA;HLA-DMA;GAD2;TNF;HLA-E;HLA-DRB1;HLA-DQA2;HSPD1,0,KEGG
prerank,Tyrosine_metabolism,-0.7632668643795634,-1.2880171666471305,0.09411764705882353,0.9698829349028795,1.0,7/27,7.65%,ADH4;TYR;AOC3;ADH6;AOX1;AOC2;DCT,0,KEGG
prerank,Graft-versus-host_disease,-0.7658470776434677,-1.286984291910214,0.03333333333333333,0.9032110508790472,1.0,18/34,17.02%,CD28;PRF1;KLRC1;KIR2DL1;GZMB;KIR2DL3;HLA-B;HLA-DPA1;HLA-A;HLA-C;HLA-DOA;HLA-DPB1;HLA-DRA;HLA-DMA;TNF;HLA-E;HLA-DRB1;HLA-DQA2,0,KEGG
prerank,Carbohydrate_digestion,-0.7301032819327332,-1.2810519325745247,0.08695652173913043,0.9328591697416491,1.0,4/39,5.10%,TAS1R3;ATP1A2;SI;ATP1B4,0,KEGG
prerank,Prolactin_signaling,-0.6982375223067796,-1.280405861567248,0.09375,0.8762158028804238,1.0,5/64,5.92%,TNFSF11;PRL;ELF5;CCND1;CGA,0,KEGG
prerank,Signaling_pathways,-0.7058000223554242,-1.279511386874119,0.0,0.8317866193901788,1.0,13/121,6.90%,HOXA1;WNT5A;BMP4;WNT8B;WNT11;FZD7;WNT7A;WNT10A;FGFR4;INHBE;LEFTY2;WNT8A;ID3,0,KEGG
prerank,Metabolism_of,-0.7101059042771202,-1.2783118615212536,0.09782608695652174,0.7922867444001228,1.0,16/42,13.88%,ADH4;DHDH;UGT2B7;UGT2B17;ADH6;GSTM5;GSTP1;CYP2E1;CBR1;AKR7A2;GSTM1;GSTA4;GSTO1;HSD11B1L;GSTM4;GSTM3,0,KEGG
prerank,Hippo_signaling,-0.7208307508355964,-1.2737015395517532,0.0,0.8091439091745933,1.0,27/150,10.22%,RASSF6;TP73;WNT5A;BMP4;WNT8B;AMH;WNT11;FZD7;WNT7A;GDF7;AJUBA;CCND1;WNT10A;BMP2;WNT8A;LEF1;PARD6A;ACTG1;DCHS1;ACTB;WNT2;PPP1CA;WNT6;ID1;YWHAH;YWHAB;FZD1,0,KEGG
prerank,Melanogenesis_ADCY1,-0.7188089188737915,-1.2697251271625656,0.020202020202020204,0.8174684349891469,1.0,20/91,11.90%,WNT5A;WNT8B;TYR;WNT11;FZD7;WNT7A;CAMK2A;WNT10A;WNT8A;LEF1;DCT;WNT2;WNT6;CALM2;CALM3;CALM1;FZD1;POMC;GNAI2;HRAS,0,KEGG
prerank,Natural_killer,-0.7106363817567862,-1.2692306873373689,0.02040816326530612,0.7791756162422012,1.0,29/100,15.86%,PRF1;SH2D1A;KLRC1;KLRK1;ULBP1;ULBP2;KIR2DL1;KLRC2;GZMB;KIR2DL3;TYROBP;HCST;HLA-B;LCK;RAC2;HLA-A;FCGR3A;HLA-C;PTPN6;FCER1G;HRAS;NFATC2;CD247;MAP2K2;ITGB2;TNF;HLA-E;RAC1;ZAP70,0,KEGG
prerank,Oxidative_phosphorylation,-0.7131998711354444,-1.2665381860709397,0.0,0.7696856568136101,1.0,75/116,18.32%,ATP6V1B1;ATP5F1E;UQCR10;COX8A;COX7C;UQCR11;UQCRB;COX6B1;ATP5PO;COX4I1;COX6A1;ATP5MF;NDUFB11;ATP5MG;ATP5F1D;COX5B;NDUFA4;ATP6V1F;UQCRQ;ATP5PD;NDUFC2;COX6C;ATP5ME;NDUFB10;NDUFB7;ATP5MC3;NDUFA3;NDUFA1;COX7A2;NDUFS5;NDUFA8;ATP5MC2;NDUFA11;NDUFA13;ATP5PF;UQCRH;CYC1;NDUFB2;COX7B;NDUFAB1;NDUFA2;NDUFS7;NDUFB8;NDUFB3;ATP6V0E2;NDUFA7;ATP5F1B;NDUFB4;ATP6V1G1;ATP5F1A;ATP5MC1;NDUFB1;ATP5PB;COX5A;NDUFS6;NDUFC1;NDUFS8;NDUFB5;ATP6AP1;SDHD;UQCRC1;ATP6V0B;NDUFA6;NDUFA9;COX17;COX7A2L;NDUFS3;NDUFA12;PPA1;COX7A1;NDUFB9;ATP6V0E1;ATP5F1C;ATP6V0C;NDUFB6,0,KEGG
prerank,Maturity_onset,-0.7338157413115487,-1.2664607155495324,0.21052631578947367,0.7330339588701049,1.0,3/17,5.84%,NEUROD1;MNX1;FOXA3,0,KEGG
prerank,Primary_immunodeficiency,-0.7383799028007434,-1.2634974382871376,0.07526881720430108,0.730590656488171,1.0,17/36,15.91%,TNFRSF13C;CD19;TNFRSF13B;CD79A;CD3D;CD3E;ICOS;CD8A;IL7R;LCK;RFXANK;ADA;TAP1;IL2RG;ORAI1;ZAP70;CD8B,0,KEGG
prerank,Autoimmune_thyroid,-0.730713589973731,-1.2568764909880519,0.10112359550561797,0.7709234776086438,1.0,17/34,17.67%,CD28;PRF1;CTLA4;CGA;GZMB;HLA-B;HLA-DPA1;HLA-A;HLA-C;HLA-DOA;HLA-DPB1;HLA-DRA;HLA-DMA;HLA-E;HLA-DRB1;HLA-DQA2;IL10,0,KEGG
prerank,Fat_digestion,0.4221693071818626,1.2516395996394007,0.14285714285714285,1.0,0.84,11/32,18.95%,PLA2G5;LIPF;PLA2G12B;PLA2G2F;MTTP;PLA2G10;PLPP2;APOB;ABCG8;ABCG5;PLPP1,0,KEGG
prerank,Cardiac_muscle,-0.6609608131776478,-1.249236356739056,0.13,0.819965792733513,1.0,20/73,8.96%,MYL4;ATP1A2;HRC;ATP1B4;UQCR10;COX8A;COX7C;UQCR11;UQCRB;COX6B1;COX4I1;COX6A1;COX5B;UQCRQ;COX6C;COX7A2;ATP1B2;UQCRH;CYC1;COX7B,0,KEGG
prerank,Phenylalanine_metabolism,-0.7625995300237073,-1.2423196873041809,0.22857142857142856,0.8642855681701952,1.0,5/14,12.79%,AOC3;PAH;AOC2;MIF;GLYAT,0,KEGG
prerank,Nicotine_addiction,-0.7300174360906827,-1.2406295909667497,0.16853932584269662,0.8506384686194444,1.0,5/33,5.13%,GABRR3;CHRNB2;GABRA4;GABRA1;SLC17A7,0,KEGG
prerank,Breast_cancer,-0.6933050229437173,-1.2330826383783473,0.020202020202020204,0.9001587247470443,1.0,14/133,6.21%,EGF;WNT5A;TNFSF11;WNT8B;WNT11;FZD7;HEY1;WNT7A;CCND1;WNT10A;FGF8;DLL3;WNT8A;LEF1,0,KEGG
prerank,Aldosterone-regulated_sodium,-0.7170600563123982,-1.2320099577318253,0.12222222222222222,0.8794266914088944,1.0,5/35,9.78%,ATP1A2;SCNN1G;ATP1B4;ATP1B2;SLC9A3R2,0,KEGG
prerank,Intestinal_immune,-0.7079115307133184,-1.2274308595110353,0.10989010989010989,0.8993932511089244,1.0,4/41,1.33%,CD28;TNFRSF13C;TNFRSF13B;TNFRSF17,0,KEGG
prerank,GABAergic_synapse,-0.6973255612338043,-1.2243565562410208,0.06,0.9040435034605026,1.0,8/82,3.97%,GABRR3;SLC38A5;SLC12A5;GNG12;GNB3;GABRA4;GNG8;GABRA1,0,KEGG
prerank,Allograft_rejection,-0.7229231142060246,-1.2238413143506601,0.1348314606741573,0.8810033642705449,1.0,16/31,17.67%,CD28;PRF1;GZMB;HLA-B;HLA-DPA1;HLA-A;HLA-C;HLA-DOA;HLA-DPB1;HLA-DRA;HLA-DMA;TNF;HLA-E;HLA-DRB1;HLA-DQA2;IL10,0,KEGG
prerank,Steroid_hormone,-0.6980737809896151,-1.2235597413250818,0.17582417582417584,0.8569058760355936,1.0,4/32,4.08%,UGT2B7;AKR1C2;UGT2B17;CYP21A2,0,KEGG
prerank,Pertussis_C1QA,-0.6845388121408882,-1.2187251285013405,0.09,0.8839132864907643,1.0,27/66,20.47%,NOS2;CXCL6;CXCL5;C4BPB;C1QC;CFL1;PYCARD;C1QB;CALM2;CALM3;CALM1;GNAI2;MYD88;RELA;SERPING1;ITGB2;TNF;MAPK11;CASP1;CD14;IRAK1;IL10;MAPK3;MAPK12;CALML4;RHOA;C3,0,KEGG
prerank,Proximal_tubule,-0.7327045639900122,-1.2179334846520913,0.19753086419753085,0.867611461072104,1.0,5/22,8.51%,ATP1A2;AQP1;ATP1B4;SLC25A10;ATP1B2,0,KEGG
prerank,Cytokine-cytokine_receptor,-0.6825677608350549,-1.214197665458149,0.02,0.8787845137032004,1.0,30/221,7.37%,TNFRSF13C;TNFRSF13B;IL18RAP;CXCR3;TNFRSF19;IL26;IL24;BMP4;PF4V1;TNFSF11;PRL;TNFRSF17;AMH;NGF;TNFRSF18;GDF7;EDA2R;CXCL6;CXCL5;IFNL1;CCL1;BMP2;INHBE;GDF3;CCR7;CCL23;LTA;IL2RB;CCL2;IL7R,0,KEGG
prerank,Viral_myocarditis,-0.6821583521208676,-1.2060363540175025,0.15463917525773196,0.9409489012383561,1.0,21/55,17.02%,CD28;PRF1;CCND1;ACTG1;ACTB;HLA-B;RAC2;HLA-DPA1;HLA-A;HLA-C;HLA-DOA;HLA-DPB1;HLA-DRA;HLA-DMA;ITGB2;EIF4G2;HLA-E;CYCS;RAC1;HLA-DRB1;HLA-DQA2,0,KEGG
prerank,Rheumatoid_arthritis,-0.6744823821385739,-1.2055832681322907,0.1414141414141414,0.9225374499998619,1.0,22/81,14.89%,CD28;CTLA4;TNFSF11;ATP6V1B1;CXCL6;CXCL5;CCL2;ATP6V1F;LTB;ATP6V0E2;HLA-DPA1;ATP6V1G1;ACP5;HLA-DOA;HLA-DPB1;ATP6AP1;ATP6V0B;HLA-DRA;HLA-DMA;ITGB2;CTSL;TNF,0,KEGG
prerank,Proteasome_ADRM1,-0.6896804197711078,-1.201926155719309,0.15217391304347827,0.9392693916441919,1.0,30/43,23.66%,PSMB4;PSME1;PSMB8;PSMB6;PSMC5;PSME2;PSMA2;PSMA7;PSMB3;PSMA4;PSMB1;POMP;PSMC3;PSMB10;PSMD2;PSMC4;PSMD9;PSMD8;SEM1;PSMB5;PSMB2;PSMB9;PSMD3;PSMD4;PSMD13;PSMC1;PSMA1;PSME3;PSMD6;PSMD7,0,KEGG
prerank,Cushing_syndrome,-0.6659791799193205,-1.1875823383062643,0.05,1.0,1.0,13/137,7.11%,AIPL1;WNT5A;WNT8B;WNT11;FZD7;WNT7A;CAMK2A;CCND1;WNT10A;CYP21A2;WNT8A;LEF1;E2F1,0,KEGG
prerank,Biosynthesis_of,-0.7048844348643173,-1.1808300852682476,0.23404255319148937,1.0,1.0,2/27,3.61%,ACOT4;ELOVL4,0,KEGG
prerank,beta-Alanine_metabolism,-0.6711350876198827,-1.1785896354478065,0.25555555555555554,1.0,1.0,14/29,23.36%,CARNS1;AOC3;ALDH1B1;AOC2;ECHS1;GAD2;ALDH3B1;ALDH6A1;ALDH2;HADHA;ALDH9A1;ACADS;SMOX;CNDP2,0,KEGG
prerank,mTOR_signaling,-0.6598077167870633,-1.1782380547059814,0.06,1.0,1.0,30/147,15.15%,WNT5A;WNT8B;WNT11;FZD7;WNT7A;WNT10A;ATP6V1B1;WNT8A;RPS6;ATP6V1F;LAMTOR2;WNT2;WNT6;ATP6V1G1;RRAGA;FZD1;LAMTOR4;LAMTOR5;LAMTOR1;HRAS;FZD2;EIF4EBP1;RPS6KB2;MAP2K2;FZD8;DDIT4;WDR24;TNF;MLST8;RRAGC,0,KEGG
prerank,Fatty_acid,-0.712597581908813,-1.1747421538374916,0.18181818181818182,1.0,1.0,7/26,13.32%,ACOT4;ELOVL4;PPT2;ECHS1;ACAA2;ELOVL1;ELOVL3,0,KEGG
prerank,Retinol_metabolism,-0.692243515666759,-1.1735774950805078,0.17204301075268819,1.0,1.0,5/34,6.60%,ADH4;UGT2B7;UGT2B17;ADH6;AOX1,0,KEGG
prerank,Ovarian_steroidogenesis,-0.6632268771043913,-1.16785753677065,0.27835051546391754,1.0,1.0,3/38,5.92%,ACOT4;PLA2G4E;CGA,0,KEGG
prerank,Diabetic_cardiomyopathy,-0.6483106206780792,-1.164786030040507,0.09,1.0,1.0,90/178,20.26%,SLC25A4;CAMK2A;MPC1L;COL1A1;GAPDH;ATP5F1E;UQCR10;COX8A;COX7C;UQCR11;UQCRB;COX6B1;ATP5PO;COX4I1;COX6A1;SLC25A5;NDUFB11;ATP5F1D;COX5B;NDUFA4;UQCRQ;ATP5PD;SLC25A6;NDUFC2;COX6C;NDUFB10;NDUFB7;ATP5MC3;NDUFA3;NDUFA1;COX7A2;NDUFS5;NDUFA8;ATP5MC2;NDUFA11;NDUFA13;ATP5PF;UQCRH;PPP1CA;CYC1;NDUFB2;COX7B;NDUFAB1;NDUFA2;NDUFS7;RAC2;NDUFB8;NDUFB3;NDUFA7;ATP5F1B;NDUFB4;CTSD;ATP5F1A;ATP5MC1;NDUFB1;ATP5PB;COX5A;NDUFS6;NDUFC1;NDUFS8;NDUFB5;SDHD;UQCRC1;G6PD;VDAC1;NDUFA6;NDUFA9;RELA;COX7A2L;CYBA;NDUFS3;NDUFA12;PPP1CC;MPC2;RAC1;COX7A1;NDUFB9;MAPK11;VDAC2;CPT2;ATP5F1C;CYBB;PDK2;NDUFB6;PDHB;IRS1;NDUFA4L2;MAPK12;UQCRFS1;NCF4,0,KEGG
prerank,Proteoglycans_in,-0.655969718124211,-1.162747857523021,0.07,1.0,1.0,43/187,16.70%,ITGB3;WNT5A;WNT8B;WNT11;FZD7;WNT7A;CAMK2A;CCND1;WNT10A;IHH;DCN;COL1A1;WNT8A;RPS6;ACTG1;ACTB;WNT2;RRAS;PPP1CA;WNT6;FZD1;FLNA;PTPN6;ANK3;KDR;HRAS;TIMP3;MYC;CD63;FZD2;RPS6KB2;MAP2K2;PPP1CC;FZD8;CTSL;TNF;NUDT16L1;THBS1;RAC1;SDC4;MET;EIF4B;MAPK11,0,KEGG
prerank,Galactose_metabolism,-0.6864015246381875,-1.1623000908836234,0.29347826086956524,1.0,1.0,7/28,14.80%,SI;AKR1B10;B4GALT2;GALK1;AKR1B1;G6PC3;PFKL,0,KEGG
prerank,Gastric_cancer,-0.6413557487181235,-1.1620939802649257,0.1,1.0,1.0,24/132,14.35%,EGF;WNT5A;WNT8B;WNT11;FZD7;WNT7A;CCND1;WNT10A;FGF8;WNT8A;LEF1;E2F1;WNT2;WNT6;FZD1;GADD45G;HRAS;MYC;FZD2;FRAT2;RPS6KB2;FRAT1;MAP2K2;FZD8,0,KEGG
prerank,Gastric_acid,-0.6614468358427099,-1.1603427831743105,0.20408163265306123,1.0,1.0,12/69,11.32%,KCNE2;ATP1A2;CAMK2A;ATP1B4;CCKBR;ACTG1;ACTB;ATP1B2;CALM2;CALM3;CALM1;GNAI2,0,KEGG
prerank,Taste_transduction,-0.6442795485481434,-1.1599642780448185,0.15463917525773196,1.0,1.0,6/62,5.52%,TAS1R3;GNB3;GABRA4;GABRA1;SCNN1G;P2RX3,0,KEGG
prerank,Folate_biosynthesis,-0.7112391888599513,-1.1569792467261888,0.2727272727272727,1.0,1.0,10/22,16.95%,PAH;AKR1B10;SPR;CBR1;GGH;PCBD1;AKR1B1;MOCOS;MOCS2;TPH2,0,KEGG
prerank,Synthesis_and,0.5337672468057288,1.1537298615468732,0.24,1.0,0.97,2/10,9.79%,HMGCS2;HMGCLL1,0,KEGG
prerank,Hepatocellular_carcinoma,-0.6356674983836845,-1.152179327457756,0.14,1.0,1.0,38/155,16.75%,WNT5A;WNT8B;WNT11;FZD7;WNT7A;CCND1;WNT10A;GSTM5;WNT8A;LEF1;ACTG1;GSTP1;E2F1;ACTB;WNT2;WNT6;FZD1;GSTM1;GSTA4;GSTO1;GADD45G;HRAS;MYC;GSTM4;FZD2;FRAT2;RPS6KB2;GSTM3;FRAT1;MAP2K2;FZD8;BAX;CDK4;GADD45A;DVL1;HMOX1;MET;BAD,0,KEGG
prerank,Fructose_and,-0.6992179525989131,-1.1515333590077679,0.24731182795698925,1.0,1.0,16/31,24.03%,ALDOB;AKR1B10;TPI1;AKR1B1;ALDOC;ALDOA;PFKL;GMPPA;PMM1;FBP1;TKFC;FPGT;MPI;KHK;GMPPB;HKDC1,0,KEGG
prerank,Melanoma_AKT1,-0.6189696702542989,-1.145879951250711,0.25510204081632654,1.0,1.0,21/65,20.79%,EGF;CCND1;FGF8;E2F1;PDGFD;GADD45G;HRAS;PDGFA;MAP2K2;BAX;CDK4;GADD45A;MET;BAD;PDGFB;BAK1;CDKN1A;MAPK3;GADD45B;TP53;PDGFRB,0,KEGG
prerank,B_cell,-0.6242588060776448,-1.1436475249404459,0.27,1.0,1.0,30/78,24.20%,CD19;IFITM1;CD79A;LILRA4;CARD11;CD22;CD79B;RAC2;CD81;PTPN6;HRAS;NFATC2;RELA;LILRA2;MAP2K2;NFKBIE;RAC1;LILRA5;CR2;LILRA6;LILRB3;LILRB2;MAPK3;LILRA1;LILRB4;LILRB1;NFKBIA;PPP3R1;NRAS;PIK3R2,0,KEGG
prerank,Neurotrophin_signaling,-0.6183604803909732,-1.1413446962070384,0.27,1.0,1.0,31/115,20.76%,NTRK3;TP73;NGF;NTF3;CAMK2A;ARHGDIG;CAMK4;CALM2;CALM3;ARHGDIB;CALM1;ARHGDIA;HRAS;RELA;MAP2K2;BAX;NFKBIE;RAC1;MATK;MAPK11;BAD;ATF4;BEX3;IRAK1;RPS6KA6;IRS1;MAPK3;MAPK12;CALML4;RHOA;TP53,0,KEGG
prerank,Drug_metabolism,-0.6274222229255648,-1.1396353457532598,0.26804123711340205,1.0,1.0,15/71,10.94%,ADH4;UGT2B7;UGT2B17;ADH6;GSTM5;AOX1;GSTP1;CYP2E1;CES1;NME1;NME4;IMPDH2;GSTM1;GSTA4;GSTO1,0,KEGG
prerank,NF-kappa_B,-0.6273929559765032,-1.1393902916697098,0.22,1.0,1.0,30/98,21.40%,TNFRSF13C;TNFSF11;EDA2R;CARD10;LTA;CARD11;CSNK2B;LCK;LTB;PRKCQ;CCL4;GADD45G;CSNK2A3;MYD88;RELA;CCL4L2;TNF;GADD45A;ZAP70;TRADD;CD14;PLAU;IRAK1;TNFSF14;CXCL2;TNFRSF1A;GADD45B;UBE2I;CXCL3;TNFRSF11A,0,KEGG
prerank,Legionellosis_APAF1,-0.653629487708419,-1.1393732252401354,0.21212121212121213,1.0,1.0,25/54,23.36%,EEF1A2;EEF1A1;PYCARD;HSPA8;HSPA1A;MYD88;EEF1G;RAB1B;RELA;ITGB2;TNF;CYCS;CASP1;CD14;HSPD1;HSPA1B;HSPA6;CXCL2;ARF1;C3;CXCL3;HSPA2;HSPA1L;NFKBIA;TLR4,0,KEGG
prerank,Starch_and,-0.6875754672446186,-1.1390586828355063,0.2777777777777778,1.0,1.0,2/29,4.93%,TREH;SI,0,KEGG
prerank,Morphine_addiction,-0.6438455023481872,-1.137469724521493,0.21428571428571427,1.0,1.0,6/83,3.97%,GABRR3;GNG12;GNB3;GABRA4;GNG8;GABRA1,0,KEGG
prerank,Glioma_AKT1,-0.6137222097367383,-1.1343903765891152,0.336734693877551,1.0,1.0,23/70,20.79%,EGF;CAMK2A;CCND1;CAMK4;E2F1;CALM2;CALM3;CALM1;GADD45G;HRAS;PDGFA;MAP2K2;BAX;CDK4;GADD45A;PDGFB;BAK1;CDKN1A;MAPK3;CALML4;GADD45B;TP53;PDGFRB,0,KEGG
prerank,Mucin_type,-0.6389255699700767,-1.1330148367720427,0.26666666666666666,1.0,1.0,2/35,3.87%,GCNT4;GALNT5,0,KEGG
prerank,Pyruvate_metabolism,-0.6193342286810027,-1.1233934699678834,0.3020833333333333,1.0,1.0,16/41,22.25%,ADH4;ADH6;ALDH1B1;LDHB;MDH2;LDHA;PKM;GRHPR;MDH1;PDHB;ALDH2;LDHD;ALDH9A1;GLO1;ADH5;PDHA1,0,KEGG
prerank,p53_signaling,-0.6366924980566095,-1.1224900604877577,0.3125,1.0,1.0,14/71,15.77%,TP73;CCND1;IGFBP3;SERPINB5;SIVA1;CCNB1;GADD45G;EI24;BBC3;BAX;CDK4;CYCS;THBS1;GADD45A,0,KEGG
prerank,Vasopressin-regulated_water,-0.6531548329815763,-1.1224763529768547,0.3225806451612903,1.0,1.0,12/40,18.60%,AQP3;ARHGDIG;DYNLL1;RAB5C;ARHGDIB;ARHGDIA;DYNLL2;GNAS;CREB3L4;CREB3;RAB11B;DCTN1,0,KEGG
prerank,Wnt_signaling,-0.6366416079338031,-1.1224460913422838,0.16,1.0,1.0,28/143,15.66%,WNT5A;WNT8B;WNT11;FZD7;WNT7A;CAMK2A;CCND1;WNT10A;RSPO1;WNT8A;LEF1;BAMBI;WNT2;WNT6;CSNK2B;RAC2;FZD1;MYC;CSNK2A3;NFATC2;FZD2;FRAT2;FRAT1;FZD8;SKP1;RBX1;CACYBP;RAC1,0,KEGG
prerank,Viral_protein,-0.6305788900371138,-1.122262420411236,0.2727272727272727,1.0,1.0,12/81,7.20%,IL18RAP;CXCR3;IL24;PF4V1;CXCL6;CXCL5;CCL1;CCR7;CCL23;LTA;IL2RB;CCL2,0,KEGG
prerank,Alzheimer_disease,-0.63168321253497,-1.1222101826634832,0.07,1.0,1.0,128/330,17.83%,APOE;WNT5A;SLC25A4;WNT8B;NOS2;WNT11;FZD7;WNT7A;WNT10A;GPR83;WNT8A;GAPDH;ATP5F1E;BACE2;UQCR10;COX8A;COX7C;UQCR11;UQCRB;COX6B1;ATP5PO;COX4I1;COX6A1;SLC25A5;NDUFB11;ATP5F1D;COX5B;NDUFA4;UQCRQ;ATP5PD;SLC25A6;NDUFC2;WNT2;COX6C;PSMB4;HSD17B10;NDUFB10;NDUFB7;ATP5MC3;NDUFA3;NDUFA1;COX7A2;NDUFS5;NDUFA8;ATP5MC2;NDUFA11;NDUFA13;ATP5PF;PSMB6;UQCRH;WNT6;CALM2;CSNK2B;CYC1;NDUFB2;COX7B;NDUFAB1;PSMC5;NDUFA2;NDUFS7;NDUFB8;NDUFB3;NDUFA7;ADRM1;ATP5F1B;CALM3;NDUFB4;TUBB;PSMA2;PSMA7;CALM1;FZD1;ATP5F1A;CDK5;ATP5MC1;PSMB3;NDUFB1;ATP5PB;PSMA4;FADD;PSMB1;PSENEN;COX5A;NDUFS6;HRAS;NDUFC1;APH1A;CSNK2A3;NDUFS8;NDUFB5;TUBB2A;SDHD;UQCRC1;CDK5R1;PSMC3;VDAC1;NDUFA6;TUBA4A;FZD2;NDUFA9;FRAT2;PSMD2;RELA;COX7A2L;FRAT1;MAP2K2;NDUFS3;NDUFA12;FZD8;PSMC4;PSMD9;TNF;PSMD8;SEM1;CYCS;COX7A1;NDUFB9;DVL1;PSMB5;BAD;VDAC2;ATG101;PSMB2;ATF4;NRBF2;PSMD3;ATP5F1C;PSMD4,0,KEGG
