Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,n_input_genes,organism,go_library,p_adj_global
GO_Molecular_Function_2021,GTPase activator activity (GO:0005096),14/336,1.309164165879473e-09,1.8721047572076466e-07,0,0,9.897876643073811,202.44995087107105,DENND1A;DOCK8;ASAP1;ARHGAP15;ARHGAP26;AKAP13;SIPA1L1;TBC1D5;GNAQ;ELMO1;DOCK2;PLCB1;SBF2;TBC1D22A,0,100,human,GO_Molecular_Function_2021,1.269431033445031e-05
GO_Molecular_Function_2021,GTPase regulator activity (GO:0030695),8/233,2.228703234152647e-05,0.0015935228124191,0,0,7.603864734299517,81.44883936364528,SIPA1L1;TBC1D5;GNAQ;ASAP1;ARHGAP15;ARHGAP26;PLCB1;TBC1D22A,0,100,human,GO_Molecular_Function_2021,0.04568098728934754
GO_Molecular_Function_2021,guanyl-nucleotide exchange factor activity (GO:0005085),6/149,0.00010358369424193892,0.0049374894255324,0,0,8.818776967713138,80.91343069335824,AKAP13;DENND1A;DOCK8;ELMO1;DOCK2;SBF2,0,100,human,GO_Molecular_Function_2021,0.12274114077282612
GO_Molecular_Function_2021,nuclear receptor binding (GO:0016922),5/120,0.0003417770167199186,0.012218528347737,0,0,9.05491990846682,72.27050340596548,NCOA1;NCOA2;PRKCB;JMJD1C;FOXP1,0,100,human,GO_Molecular_Function_2021,0.22556298928858987
GO_Molecular_Function_2021,aryl hydrocarbon receptor binding (GO:0017162),2/8,0.0006795551666861537,0.0194352777672239,0,0,67.66666666666667,493.5655481733249,NCOA1;NCOA2,0,100,human,GO_Molecular_Function_2021,0.3110232499571776
GO_Molecular_Function_2021,nuclear receptor coactivator activity (GO:0030374),3/53,0.0023702048008991,0.0564898810880962,0,0,12.278350515463918,74.219914290735,NCOA1;NCOA2;PRKCB,0,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Molecular_Function_2021,ankyrin binding (GO:0030506),2/19,0.0040040456388033,0.0817969323355538,0,0,23.869147659063625,131.7684366549516,PTPRC;SLC8A1,0,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of antigen receptor-mediated signaling pathway (GO:0050857),3/21,0.00015108790718152863,0.1323530066910191,0,0,34.16151202749141,300.5409826909726,PTPRC;PRKCB;FOXP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Molecular_Function_2021,androgen receptor binding (GO:0050681),2/27,0.0080081065105895,0.1327897248566148,0,0,16.224489795918366,78.32049478663112,PRKCB;FOXP1,0,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Molecular_Function_2021,histone demethylase activity (GO:0032452),2/28,0.008596207471144,0.1327897248566148,0,0,15.599686028257455,74.19887958363982,JMJD1C;JARID2,0,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Molecular_Function_2021,"DNA-binding transcription repressor activity, RNA polymerase II-specific (GO:0001227)",5/256,0.0092859947452178,0.1327897248566148,0,0,4.12015097504718,19.279208025379926,ZEB2;TRPS1;BACH1;FOXP1;ETV6,0,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Molecular_Function_2021,heme binding (GO:0020037),3/91,0.0107235720485245,0.1394064366308187,0,0,6.9629803186504216,31.57928099076808,TBXAS1;JAK2;BACH1,0,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of B cell receptor signaling pathway (GO:0050861),2/7,0.0005113327792346296,0.1929886524296083,0,0,81.20408163265306,615.4043164173056,PRKCB;FOXP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of protein kinase activity (GO:0006469),4/90,0.0010816490463404,0.1929886524296083,0,0,9.599806201550388,65.55965417135813,PTPRC;GNAQ;PRKAG2;SLC8A1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,lipoprotein transport (GO:0042953),2/10,0.0010850384206118,0.1929886524296083,0,0,50.74489795918368,346.39177176286466,VMP1;PRKCB,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of response to cytokine stimulus (GO:0060761),2/11,0.0013218400851343,0.1929886524296083,0,0,45.10430839002267,298.984305122014,PTPRC;IRAK3,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,lipoprotein localization (GO:0044872),2/11,0.0013218400851343,0.1929886524296083,0,0,45.10430839002267,298.984305122014,VMP1;PRKCB,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,C-terminal protein amino acid modification (GO:0018410),2/12,0.0015810451022911,0.1978565013724402,0,0,40.59183673469388,261.8039188938469,AGTPBP1;ATG7,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of receptor signaling pathway via STAT (GO:1904892),2/13,0.0018624280503563,0.2039358715140231,0,0,36.89981447124304,231.94759321375395,PTPRC;JAK2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of interleukin-12 production (GO:0032655),3/51,0.0021222963043568,0.206570173624066,0,0,12.791237113402062,78.73334684431502,IRAK3;PLCB1;FOXP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,monocarboxylic acid transport (GO:0015718),3/57,0.0029180959475417,0.2130937234897771,0,0,11.36655211912944,66.3445636168701,NCOA1;NCOA2;SLCO3A1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,pyrimidine-containing compound catabolic process (GO:0072529),2/17,0.0032052883489498,0.2130937234897771,0,0,27.05442176870748,155.3722787250682,DPYD;TET2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of tumor necrosis factor production (GO:0032680),4/124,0.0034901927235166,0.2130937234897771,0,0,6.868055555555555,38.85807320211981,PTPRC;IRAK3;JAK2;FOXP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,cellular response to alkaloid (GO:0071312),2/18,0.003594237117374,0.2130937234897771,0,0,25.362244897959183,142.7494556250508,SPIDR;SLC8A1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,G protein-coupled acetylcholine receptor signaling pathway (GO:0007213),2/18,0.003594237117374,0.2130937234897771,0,0,25.362244897959183,142.7494556250508,GNAQ;PLCB1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of kinase activity (GO:0033673),3/62,0.0037044719565665,0.2130937234897771,0,0,10.400663987419186,58.22514848728369,PTPRC;GNAQ;PRKAG2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of glucose transmembrane transport (GO:0010827),2/19,0.0040040456388033,0.2130937234897771,0,0,23.869147659063625,131.7684366549516,PRKCB;PRKAG2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of GTPase activity (GO:0043547),5/214,0.0044287415592079,0.2130937234897771,0,0,4.958700579199194,26.87437105346752,SIPA1L1;TBC1D5;DOCK8;TBC1D22A;PICALM,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,acetylcholine receptor signaling pathway (GO:0095500),2/21,0.0048853872583166,0.2130937234897771,0,0,21.354457572502685,113.63788950907964,GNAQ;PLCB1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of protein localization to cell periphery (GO:1904376),2/21,0.0048853872583166,0.2130937234897771,0,0,21.354457572502685,113.63788950907964,NUMB;PICALM,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of protein localization to plasma membrane (GO:1903077),2/21,0.0048853872583166,0.2130937234897771,0,0,21.354457572502685,113.63788950907964,NUMB;PICALM,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,osteoclast differentiation (GO:0030316),2/22,0.0053564969577325,0.2130937234897771,0,0,20.285714285714285,106.08302856731788,GAB2;FOXP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,phosphatidylinositol-mediated signaling (GO:0048015),3/71,0.0054200564280536,0.2130937234897771,0,0,9.020012128562763,47.06325773617709,GAB2;PLCB1;PIK3R5,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of B cell receptor signaling pathway (GO:0050855),2/23,0.0058476195920622,0.2130937234897771,0,0,19.318756073858115,99.33164622370634,PRKCB;FOXP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,response to molecule of bacterial origin (GO:0002237),3/73,0.0058558838877264,0.2130937234897771,0,0,8.761413843888072,45.03636856812869,IRAK3;JAK2;FOXP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of cytokine-mediated signaling pathway (GO:0001959),3/74,0.006081441880416,0.2130937234897771,0,0,8.637578045593147,44.07335823715741,PTPRC;IRAK3;JAK2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,cardiac muscle cell differentiation (GO:0055007),2/24,0.0063585473607634,0.214234134154953,0,0,18.43970315398887,93.26719485343038,AKAP13;SLC8A1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of endocytosis (GO:0045806),2/25,0.0068890740028299,0.2235121787584835,0,0,17.637089618456077,87.79423275712823,MCTP1;PICALM,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of protein localization to membrane (GO:1905476),2/26,0.0074389947886241,0.2257979337625343,0,0,16.901360544217688,82.83389842043363,NUMB;PICALM,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,bile acid and bile salt transport (GO:0015721),2/28,0.008596207471144,0.2257979337625343,0,0,15.599686028257455,74.19887958363982,NCOA1;NCOA2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of Ras protein signal transduction (GO:0046578),3/86,0.0091967042793181,0.2257979337625343,0,0,7.384300086945721,34.62431918243145,AKAP13;DENND1A;JAK2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,histone H3-K4 methylation (GO:0051568),2/30,0.0098285778207101,0.2257979337625343,0,0,14.48396501457726,66.95156387938638,KMT2C;TET2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,"regulation of mRNA splicing, via spliceosome (GO:0048024)",3/90,0.0104072034150417,0.2257979337625343,0,0,7.043370067543548,32.15479504350625,MBNL1;CELF2;QKI,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of lipid metabolic process (GO:0019216),3/92,0.0110454740818408,0.2257979337625343,0,0,6.884397080968377,31.019265579000628,NCOA1;NCOA2;PRKAG2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of cellular biosynthetic process (GO:0031326),2/32,0.0111345221222248,0.2257979337625343,0,0,13.517006802721088,60.79550767481704,PRKAG2;JAK2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,hemopoiesis (GO:0030097),3/94,0.0117059445280262,0.2257979337625343,0,0,6.732411917978928,29.943469004228515,PTPRC;TET2;ETV6,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,protein phosphorylation (GO:0006468),7/496,0.0122423146121584,0.2257979337625343,0,0,2.987818017899158,13.154935228263811,GRK3;USP15;PRKCB;SIK3;PRKAG2;IRAK3;JAK2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,B cell receptor signaling pathway (GO:0050853),2/34,0.0125124802245355,0.2257979337625343,0,0,12.67091836734694,55.51165721021778,PTPRC;PRKCB,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,cellular protein modification process (GO:0006464),11/1025,0.0133653503322049,0.2257979337625343,0,0,2.3019967643995303,9.933322566799175,COP1;GRK3;PTPRC;PRKCB;SIK3;PRKAG2;IRAK3;SSH2;JAK2;ATG7;PARP8,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of androgen receptor signaling pathway (GO:0060765),2/36,0.0139609152364795,0.2257979337625343,0,0,11.92436974789916,50.93486932982207,NCOA2;FOXP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,macrophage activation (GO:0042116),2/36,0.0139609152364795,0.2257979337625343,0,0,11.92436974789916,50.93486932982207,JAK2;FOXP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,calcium-mediated signaling (GO:0019722),3/102,0.0145721785315227,0.2257979337625343,0,0,6.185879412683536,26.15786422245009,PTPRC;MCTP1;SLC8A1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,glutamate receptor signaling pathway (GO:0007215),2/37,0.0147110875878218,0.2257979337625343,0,0,11.583090379008746,48.87083992538764,GNAQ;PLCB1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of GTPase activity (GO:0043087),4/189,0.014993672320653,0.2257979337625343,0,0,4.440315315315315,18.64988829841458,SIPA1L1;DOCK8;ARHGAP15;PICALM,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,phosphorylation (GO:0016310),6/400,0.0152249733612585,0.2257979337625343,0,0,3.1600604816934874,13.224278664478186,GRK3;PRKCB;SIK3;PRKAG2;IRAK3;JAK2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of innate immune response (GO:0045824),2/38,0.0154783132235365,0.2257979337625343,0,0,11.260770975056689,46.9384448645158,USP15;IRAK3,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of cell communication (GO:0010646),2/38,0.0154783132235365,0.2257979337625343,0,0,11.260770975056689,46.9384448645158,GRK3;SLC8A1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,activation of GTPase activity (GO:0090630),3/105,0.0157404409875109,0.2257979337625343,0,0,6.003032140691328,24.92172011518436,SIPA1L1;TBC1D5;TBC1D22A,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,bone development (GO:0060348),2/40,0.0170631829128301,0.2257979337625343,0,0,10.66702470461869,43.42366746060685,AKAP13;PTPRC,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,organic hydroxy compound transport (GO:0015850),2/40,0.0170631829128301,0.2257979337625343,0,0,10.66702470461869,43.42366746060685,NCOA1;NCOA2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,stem cell differentiation (GO:0048863),2/40,0.0170631829128301,0.2257979337625343,0,0,10.66702470461869,43.42366746060685,PTPRC;JARID2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,lipid transport (GO:0006869),3/109,0.0173780716412013,0.2257979337625343,0,0,5.775335537833106,23.404813614286443,NCOA1;NCOA2;SLCO3A1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of protein kinase activity (GO:0045859),3/110,0.0178018044903921,0.2257979337625343,0,0,5.721071394161287,23.04708124312638,PTPRC;GNAQ;PRKAG2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,calcium ion transmembrane import into cytosol (GO:0097553),2/42,0.0187140554000922,0.2257979337625343,0,0,10.13265306122449,40.31256172341721,PTPRC;SLC8A1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,response to lipid (GO:0033993),3/114,0.0195542061325188,0.2257979337625343,0,0,5.513792142658122,21.694372855325803,IRAK3;JAK2;FOXP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of intracellular signal transduction (GO:1902533),7/546,0.0197104834205489,0.2257979337625343,0,0,2.703672671414607,10.616253633512766,AKAP13;USP15;PTPRC;PRKCB;GAB2;JAK2;PIK3R5,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of receptor signaling pathway via JAK-STAT (GO:0046425),2/45,0.0213109604144821,0.2257979337625343,0,0,9.424299952539156,36.26973658038426,PTPRC;JAK2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,interleukin-12-mediated signaling pathway (GO:0035722),2/46,0.0222080432575084,0.2257979337625343,0,0,9.20964749536178,35.063897787087264,JAK2;PLCB1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,macroautophagy (GO:0016236),3/120,0.0223556200014071,0.2257979337625343,0,0,5.229447528416601,19.87544374344105,TBC1D5;PRKAG2;ATG7,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,cellular response to interleukin-12 (GO:0071349),2/48,0.0240483300532171,0.2257979337625343,0,0,8.808340727595386,32.83476119194659,JAK2;PLCB1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,defense response to symbiont (GO:0140546),3/124,0.0243385983169026,0.2257979337625343,0,0,5.055550822186248,18.78486863700217,PTPRC;ATG7;LYST,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,protein side chain deglutamylation (GO:0035610),1/5,0.0247535287182936,0.2257979337625343,0,0,50.24242424242424,185.83603697375267,AGTPBP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of antifungal innate immune response (GO:1905034),1/5,0.0247535287182936,0.2257979337625343,0,0,50.24242424242424,185.83603697375267,USP15,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,bone marrow development (GO:0048539),1/5,0.0247535287182936,0.2257979337625343,0,0,50.24242424242424,185.83603697375267,PTPRC,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,C-terminal protein deglutamylation (GO:0035609),1/5,0.0247535287182936,0.2257979337625343,0,0,50.24242424242424,185.83603697375267,AGTPBP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,C-terminal protein lipidation (GO:0006501),1/5,0.0247535287182936,0.2257979337625343,0,0,50.24242424242424,185.83603697375267,ATG7,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of macrophage cytokine production (GO:0010936),1/5,0.0247535287182936,0.2257979337625343,0,0,50.24242424242424,185.83603697375267,IRAK3,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of endothelial tube morphogenesis (GO:1901509),1/5,0.0247535287182936,0.2257979337625343,0,0,50.24242424242424,185.83603697375267,FOXP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of Fc-gamma receptor signaling pathway involved in phagocytosis (GO:1905449),1/5,0.0247535287182936,0.2257979337625343,0,0,50.24242424242424,185.83603697375267,PTPRC,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of growth hormone receptor signaling pathway (GO:0060398),1/5,0.0247535287182936,0.2257979337625343,0,0,50.24242424242424,185.83603697375267,JAK2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,cerebellar Purkinje cell differentiation (GO:0021702),1/5,0.0247535287182936,0.2257979337625343,0,0,50.24242424242424,185.83603697375267,AGTPBP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,histone-threonine phosphorylation (GO:0035405),1/5,0.0247535287182936,0.2257979337625343,0,0,50.24242424242424,185.83603697375267,PRKCB,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of mast cell activation involved in immune response (GO:0033008),1/5,0.0247535287182936,0.2257979337625343,0,0,50.24242424242424,185.83603697375267,GAB2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,membrane raft distribution (GO:0031580),1/5,0.0247535287182936,0.2257979337625343,0,0,50.24242424242424,185.83603697375267,PTPRC,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of the force of heart contraction (GO:0098735),1/5,0.0247535287182936,0.2257979337625343,0,0,50.24242424242424,185.83603697375267,SLC8A1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,modulation by symbiont of host autophagy (GO:0075071),1/5,0.0247535287182936,0.2257979337625343,0,0,50.24242424242424,185.83603697375267,ATG7,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,prostaglandin transport (GO:0015732),1/5,0.0247535287182936,0.2257979337625343,0,0,50.24242424242424,185.83603697375267,SLCO3A1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,receptor internalization (GO:0031623),2/49,0.0249911884332231,0.2257979337625343,0,0,8.620495006513243,31.803005852102093,GRK3;PICALM,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,inositol lipid-mediated signaling (GO:0048017),2/51,0.0269214810715392,0.2257979337625343,0,0,8.26780508121616,29.886716110404755,GAB2;PLCB1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,G2/M transition of mitotic cell cycle (GO:0000086),3/130,0.0274860097045577,0.2257979337625343,0,0,4.81524474389155,17.306365881326172,CCNY;PLCB1;BACH1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,myeloid cell differentiation (GO:0030099),2/52,0.0279085775805053,0.2257979337625343,0,0,8.10204081632653,28.995755414400413,TET2;JAK2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of phagocytosis (GO:0050766),2/53,0.0289100845392208,0.2257979337625343,0,0,7.942777110844338,28.14574537420548,PTPRC;DOCK2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,defense response to virus (GO:0051607),3/133,0.0291373737153463,0.2257979337625343,0,0,4.703409992069786,16.630004784566133,PTPRC;ATG7;LYST,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,activation of Janus kinase activity (GO:0042976),1/6,0.0296309633944118,0.2257979337625343,0,0,40.19191919191919,141.432767389918,JAK2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of cellular extravasation (GO:0002692),1/6,0.0296309633944118,0.2257979337625343,0,0,40.19191919191919,141.432767389918,PLCB1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of cytosolic calcium ion concentration (GO:0051481),1/6,0.0296309633944118,0.2257979337625343,0,0,40.19191919191919,141.432767389918,SLC8A1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of membrane tubulation (GO:1903525),1/6,0.0296309633944118,0.2257979337625343,0,0,40.19191919191919,141.432767389918,ASAP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of sarcomere organization (GO:0060297),1/6,0.0296309633944118,0.2257979337625343,0,0,40.19191919191919,141.432767389918,AKAP13,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,response to peptidoglycan (GO:0032494),1/6,0.0296309633944118,0.2257979337625343,0,0,40.19191919191919,141.432767389918,IRAK3,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,monoubiquitinated protein deubiquitination (GO:0035520),1/6,0.0296309633944118,0.2257979337625343,0,0,40.19191919191919,141.432767389918,USP15,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,"regulation of alternative mRNA splicing, via spliceosome (GO:0000381)",2/54,0.029925836282038,0.2257979337625343,0,0,7.789638932496075,27.33410071093129,MBNL1;CELF2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of cytokine-mediated signaling pathway (GO:0001960),2/55,0.0309556684055239,0.2257979337625343,0,0,7.642279553330766,26.55844340345009,PTPRC;IRAK3,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,autophagosome organization (GO:1905037),2/56,0.0319994177727201,0.2257979337625343,0,0,7.500377928949358,25.81658262777106,VMP1;ATG7,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of small GTPase mediated signal transduction (GO:0051056),3/141,0.0337928567698919,0.2257979337625343,0,0,4.428955625280143,15.003113032437629,AKAP13;ARHGAP15;ARHGAP26,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,receptor metabolic process (GO:0043112),2/58,0.0341280219187038,0.2257979337625343,0,0,7.231778425655976,24.426318589638807,GRK3;PICALM,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,autophagosome assembly (GO:0000045),2/58,0.0341280219187038,0.2257979337625343,0,0,7.231778425655976,24.426318589638807,VMP1;ATG7,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of phagocytosis (GO:0050764),2/58,0.0341280219187038,0.2257979337625343,0,0,7.231778425655976,24.426318589638807,PTPRC;DOCK2,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,autophagosome membrane docking (GO:0016240),1/7,0.0344842492004146,0.2257979337625343,0,0,33.49158249158249,112.77461836050252,VMP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of defense response to bacterium (GO:1900424),1/7,0.0344842492004146,0.2257979337625343,0,0,33.49158249158249,112.77461836050252,FOXP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,cellular response to caffeine (GO:0071313),1/7,0.0344842492004146,0.2257979337625343,0,0,33.49158249158249,112.77461836050252,SLC8A1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,nucleobase catabolic process (GO:0046113),1/7,0.0344842492004146,0.2257979337625343,0,0,33.49158249158249,112.77461836050252,DPYD,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of morphogenesis of an epithelium (GO:1905330),1/7,0.0344842492004146,0.2257979337625343,0,0,33.49158249158249,112.77461836050252,FOXP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,photoreceptor cell differentiation (GO:0046530),1/7,0.0344842492004146,0.2257979337625343,0,0,33.49158249158249,112.77461836050252,AGTPBP1,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,piecemeal microautophagy of the nucleus (GO:0034727),1/7,0.0344842492004146,0.2257979337625343,0,0,33.49158249158249,112.77461836050252,ATG7,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,endosome to lysosome transport via multivesicular body sorting pathway (GO:0032510),1/7,0.0344842492004146,0.2257979337625343,0,0,33.49158249158249,112.77461836050252,LYST,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation by symbiont of host autophagy (GO:0075044),1/7,0.0344842492004146,0.2257979337625343,0,0,33.49158249158249,112.77461836050252,ATG7,0,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of Rab protein signal transduction (GO:0032483),1/7,0.0344842492004146,0.2257979337625343,0,0,33.49158249158249,112.77461836050252,DENND1A,0,100,human,GO_Biological_Process_2021,0.45274409802211457
