Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,n_input_genes,organism,go_library,p_adj_global
GO_Biological_Process_2021,negative regulation of organelle assembly (GO:1902116),1/35,0.1610365757741949,0.2498243094442916,0,0,5.901960784313726,10.777710825180796,LRRK2,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of Ras protein signal transduction (GO:0046580),1/35,0.1610365757741949,0.2498243094442916,0,0,5.901960784313726,10.777710825180796,ARHGAP24,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,cellular response to virus (GO:0098586),1/35,0.1610365757741949,0.2498243094442916,0,0,5.901960784313726,10.777710825180796,MAPK14,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of JUN kinase activity (GO:0043506),1/35,0.1610365757741949,0.2498243094442916,0,0,5.901960784313726,10.777710825180796,MAP3K5,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of muscle cell differentiation (GO:0051147),1/35,0.1610365757741949,0.2498243094442916,0,0,5.901960784313726,10.777710825180796,MAPK14,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of postsynaptic membrane potential (GO:0060078),1/35,0.1610365757741949,0.2498243094442916,0,0,5.901960784313726,10.777710825180796,LRRK2,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of TORC1 signaling (GO:1903432),1/35,0.1610365757741949,0.2498243094442916,0,0,5.901960784313726,10.777710825180796,SIK3,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,response to exogenous dsRNA (GO:0043330),1/35,0.1610365757741949,0.2498243094442916,0,0,5.901960784313726,10.777710825180796,IRAK3,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,intracellular pH reduction (GO:0051452),1/35,0.1610365757741949,0.2498243094442916,0,0,5.901960784313726,10.777710825180796,SLC11A1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Molecular_Function_2021,regulatory RNA binding (GO:0061980),1/40,0.1818400384456406,0.2514506781631125,0,0,5.144004144004144,8.768612919919887,AGO4,4,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Molecular_Function_2021,transition metal ion binding (GO:0046914),4/445,0.1834364922003649,0.2516919311586402,0,0,1.8385298563869992,3.117938446720662,TET2;FBXL5;S100A9;S100A8,4,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of cellular protein localization (GO:1903828),1/36,0.165238740567014,0.2519177611831767,0,0,5.733044733044733,10.321566994169176,PICALM,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of androgen receptor signaling pathway (GO:0060765),1/36,0.165238740567014,0.2519177611831767,0,0,5.733044733044733,10.321566994169176,FOXP1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of toll-like receptor signaling pathway (GO:0034122),1/36,0.165238740567014,0.2519177611831767,0,0,5.733044733044733,10.321566994169176,IRAK3,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,cyclic-nucleotide-mediated signaling (GO:0019935),1/36,0.165238740567014,0.2519177611831767,0,0,5.733044733044733,10.321566994169176,CD36,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of mRNA processing (GO:0050684),1/36,0.165238740567014,0.2519177611831767,0,0,5.733044733044733,10.321566994169176,SRPK2,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,embryonic limb morphogenesis (GO:0030326),1/36,0.165238740567014,0.2519177611831767,0,0,5.733044733044733,10.321566994169176,MBNL1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,establishment of protein localization to plasma membrane (GO:0061951),1/36,0.165238740567014,0.2519177611831767,0,0,5.733044733044733,10.321566994169176,KIF13A,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of myeloid leukocyte differentiation (GO:0002763),1/36,0.165238740567014,0.2519177611831767,0,0,5.733044733044733,10.321566994169176,RUNX1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,membrane assembly (GO:0071709),1/36,0.165238740567014,0.2519177611831767,0,0,5.733044733044733,10.321566994169176,PICALM,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,membrane fusion (GO:0061025),1/36,0.165238740567014,0.2519177611831767,0,0,5.733044733044733,10.321566994169176,DYSF,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,transition metal ion transport (GO:0000041),1/36,0.165238740567014,0.2519177611831767,0,0,5.733044733044733,10.321566994169176,SLC11A1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,mitochondrion disassembly (GO:0061726),1/36,0.165238740567014,0.2519177611831767,0,0,5.733044733044733,10.321566994169176,ATG7,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,"Wnt signaling pathway, calcium modulating pathway (GO:0007223)",1/36,0.165238740567014,0.2519177611831767,0,0,5.733044733044733,10.321566994169176,AGO4,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Molecular_Function_2021,translation initiation factor activity (GO:0003743),1/41,0.1859390303366049,0.2531631413044543,0,0,5.015151515151516,8.43717221072756,EIF4G3,4,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of cytosolic calcium ion concentration (GO:0007204),2/147,0.1674678305136682,0.25390892574776,0,0,2.780436312456017,4.968539602428729,LPAR1;CD36,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of cytosolic calcium ion concentration (GO:0051480),2/148,0.1692391088589375,0.25390892574776,0,0,2.761252446183953,4.905206802489739,LPAR1;CD36,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of actin cytoskeleton reorganization (GO:2000249),1/37,0.1694200671801256,0.25390892574776,0,0,5.57351290684624,9.895070145641316,IQGAP2,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of erythrocyte differentiation (GO:0045646),1/37,0.1694200671801256,0.25390892574776,0,0,5.57351290684624,9.895070145641316,MAPK14,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of intracellular pH (GO:0051453),1/37,0.1694200671801256,0.25390892574776,0,0,5.57351290684624,9.895070145641316,LRRK2,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of intracellular steroid hormone receptor signaling pathway (GO:0033143),1/37,0.1694200671801256,0.25390892574776,0,0,5.57351290684624,9.895070145641316,RUNX1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of p38MAPK cascade (GO:1900744),1/37,0.1694200671801256,0.25390892574776,0,0,5.57351290684624,9.895070145641316,RELL1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,"phagocytosis, engulfment (GO:0006911)",1/37,0.1694200671801256,0.25390892574776,0,0,5.57351290684624,9.895070145641316,CD36,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of protein autophosphorylation (GO:0031952),1/37,0.1694200671801256,0.25390892574776,0,0,5.57351290684624,9.895070145641316,NLRP12,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of transport (GO:0051049),1/37,0.1694200671801256,0.25390892574776,0,0,5.57351290684624,9.895070145641316,LRRK2,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,glutamate receptor signaling pathway (GO:0007215),1/37,0.1694200671801256,0.25390892574776,0,0,5.57351290684624,9.895070145641316,GNAQ,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of exocytosis (GO:0045921),1/37,0.1694200671801256,0.25390892574776,0,0,5.57351290684624,9.895070145641316,RAB27A,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of myeloid cell differentiation (GO:0045639),1/37,0.1694200671801256,0.25390892574776,0,0,5.57351290684624,9.895070145641316,MAPK14,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Molecular_Function_2021,active ion transmembrane transporter activity (GO:0022853),1/42,0.1900176905858975,0.2547964487401807,0,0,4.892584380389258,8.124812043283224,SLCO3A1,4,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Molecular_Function_2021,cell-cell adhesion mediator activity (GO:0098632),1/42,0.1900176905858975,0.2547964487401807,0,0,4.892584380389258,8.124812043283224,EMB,4,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of TOR signaling (GO:0032007),1/38,0.1735806579316256,0.2587929809162418,0,0,5.422604422604422,9.495592558231127,UBR2,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of cell development (GO:0010720),1/38,0.1735806579316256,0.2587929809162418,0,0,5.422604422604422,9.495592558231127,NUMB,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,lysosome organization (GO:0007040),1/38,0.1735806579316256,0.2587929809162418,0,0,5.422604422604422,9.495592558231127,LRRK2,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,synaptic vesicle endocytosis (GO:0048488),1/38,0.1735806579316256,0.2587929809162418,0,0,5.422604422604422,9.495592558231127,PICALM,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of lymphocyte proliferation (GO:0050672),1/39,0.1777206145684703,0.2618537852350486,0,0,5.279638490164806,9.12080010262218,MNDA,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of cellular component biogenesis (GO:0044087),1/39,0.1777206145684703,0.2618537852350486,0,0,5.279638490164806,9.12080010262218,CD36,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of intracellular transport (GO:0032386),1/39,0.1777206145684703,0.2618537852350486,0,0,5.279638490164806,9.12080010262218,LRRK2,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,phospholipid dephosphorylation (GO:0046839),1/39,0.1777206145684703,0.2618537852350486,0,0,5.279638490164806,9.12080010262218,MTMR3,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,endothelial cell migration (GO:0043542),1/39,0.1777206145684703,0.2618537852350486,0,0,5.279638490164806,9.12080010262218,CYP1B1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of protein targeting to mitochondrion (GO:1903214),1/39,0.1777206145684703,0.2618537852350486,0,0,5.279638490164806,9.12080010262218,LRRK2,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of receptor-mediated endocytosis (GO:0048259),1/39,0.1777206145684703,0.2618537852350486,0,0,5.279638490164806,9.12080010262218,PICALM,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of T cell differentiation (GO:0045580),1/39,0.1777206145684703,0.2618537852350486,0,0,5.279638490164806,9.12080010262218,RUNX1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,response to peptide (GO:1901652),1/39,0.1777206145684703,0.2618537852350486,0,0,5.279638490164806,9.12080010262218,FYN,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,dephosphorylation (GO:0016311),2/153,0.1781426883872586,0.2618537852350486,0,0,2.6691444789836463,4.604729127640162,MTMR3;SSH2,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of Wnt signaling pathway (GO:0030177),2/153,0.1781426883872586,0.2618537852350486,0,0,2.6691444789836463,4.604729127640162,ZEB2;LRRK2,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of protein kinase activity (GO:0045860),2/154,0.1799323214637967,0.2625815901076673,0,0,2.651450053705693,4.547699495381422,SLC11A1;MAP4K4,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,cellular response to interleukin-1 (GO:0071347),2/155,0.1817247564919734,0.2625815901076673,0,0,2.633986928104575,4.49163798449718,PELI2;IRAK3,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of cell-substrate adhesion (GO:0010812),1/40,0.1818400384456406,0.2625815901076673,0,0,5.144004144004144,8.768612919919887,MAP4K4,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,autophagy of mitochondrion (GO:0000422),1/40,0.1818400384456406,0.2625815901076673,0,0,5.144004144004144,8.768612919919887,ATG7,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124),1/40,0.1818400384456406,0.2625815901076673,0,0,5.144004144004144,8.768612919919887,NLRP12,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,bone development (GO:0060348),1/40,0.1818400384456406,0.2625815901076673,0,0,5.144004144004144,8.768612919919887,AKAP13,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,carboxylic acid metabolic process (GO:0019752),1/40,0.1818400384456406,0.2625815901076673,0,0,5.144004144004144,8.768612919919887,SLC2A3,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,nucleocytoplasmic transport (GO:0006913),1/40,0.1818400384456406,0.2625815901076673,0,0,5.144004144004144,8.768612919919887,ATXN1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,organic hydroxy compound transport (GO:0015850),1/40,0.1818400384456406,0.2625815901076673,0,0,5.144004144004144,8.768612919919887,NCOA1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of nitric oxide biosynthetic process (GO:0045428),1/40,0.1818400384456406,0.2625815901076673,0,0,5.144004144004144,8.768612919919887,CD36,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of catalytic activity (GO:0043085),1/40,0.1818400384456406,0.2625815901076673,0,0,5.144004144004144,8.768612919919887,MAPK14,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of double-strand break repair (GO:2000781),1/40,0.1818400384456406,0.2625815901076673,0,0,5.144004144004144,8.768612919919887,SPIDR,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,response to organonitrogen compound (GO:0010243),1/40,0.1818400384456406,0.2625815901076673,0,0,5.144004144004144,8.768612919919887,IRAK3,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,sulfur compound catabolic process (GO:0044273),1/40,0.1818400384456406,0.2625815901076673,0,0,5.144004144004144,8.768612919919887,VCAN,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Molecular_Function_2021,cyclin-dependent protein serine/threonine kinase regulator activity (GO:0016538),1/44,0.1981144149654997,0.2636560259315297,0,0,4.664552501761804,7.551493311263548,CCNY,4,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of cell differentiation (GO:0045595),2/156,0.1835199217140049,0.264674459959394,0,0,2.616750596342433,4.436522833603623,TRPS1;RUNX1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of mitochondrial membrane potential (GO:0051881),1/41,0.1859390303366049,0.266822508533028,0,0,5.015151515151516,8.43717221072756,LRRK2,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,endosome organization (GO:0007032),1/41,0.1859390303366049,0.266822508533028,0,0,5.015151515151516,8.43717221072756,RAB27A,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,JNK cascade (GO:0007254),1/41,0.1859390303366049,0.266822508533028,0,0,5.015151515151516,8.43717221072756,MAP3K5,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of TOR signaling (GO:0032008),1/41,0.1859390303366049,0.266822508533028,0,0,5.015151515151516,8.43717221072756,SIK3,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Molecular_Function_2021,single-stranded RNA binding (GO:0003727),1/45,0.2021326772791743,0.2669961483463721,0,0,4.558310376492194,7.287967841732019,AGO4,4,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Biological_Process_2021,cellular response to growth factor stimulus (GO:0071363),2/158,0.1871181588639223,0.2681793338024754,0,0,2.5829408686551543,4.329047629874819,ACAP2;MAPK14,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,protein autophosphorylation (GO:0046777),2/159,0.188921090423562,0.2696419144531648,0,0,2.566359027687508,4.276647055148966,LRRK2;STK17B,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of chemokine production (GO:0032642),1/42,0.1900176905858975,0.2696419144531648,0,0,4.892584380389258,8.124812043283224,FOXP1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of DNA recombination (GO:0000018),1/42,0.1900176905858975,0.2696419144531648,0,0,4.892584380389258,8.124812043283224,SPIDR,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of double-strand break repair (GO:2000779),1/42,0.1900176905858975,0.2696419144531648,0,0,4.892584380389258,8.124812043283224,SPIDR,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of protein catabolic process (GO:0042177),1/42,0.1900176905858975,0.2696419144531648,0,0,4.892584380389258,8.124812043283224,IRAK3,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,ceramide biosynthetic process (GO:0046513),1/42,0.1900176905858975,0.2696419144531648,0,0,4.892584380389258,8.124812043283224,ST6GALNAC3,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of ATPase activity (GO:0032781),1/42,0.1900176905858975,0.2696419144531648,0,0,4.892584380389258,8.124812043283224,VMP1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of protein tyrosine kinase activity (GO:0061098),1/42,0.1900176905858975,0.2696419144531648,0,0,4.892584380389258,8.124812043283224,FYN,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,innate immune response (GO:0045087),3/302,0.1923971032910007,0.2726813266395911,0,0,2.027479915870772,3.3416798199151025,SRPK2;SLC11A1;FYN,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of proteolysis (GO:0045861),1/43,0.1940761190078197,0.2743834785972624,0,0,4.775853775853776,7.830035336967146,LRRK2,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,cellular response to glucose starvation (GO:0042149),1/43,0.1940761190078197,0.2743834785972624,0,0,4.775853775853776,7.830035336967146,MTMR3,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,neurogenesis (GO:0022008),1/44,0.1981144149654997,0.2787197896818551,0,0,4.664552501761804,7.551493311263548,LPAR1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of stress fiber assembly (GO:0051496),1/44,0.1981144149654997,0.2787197896818551,0,0,4.664552501761804,7.551493311263548,LPAR1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,metal ion homeostasis (GO:0055065),1/44,0.1981144149654997,0.2787197896818551,0,0,4.664552501761804,7.551493311263548,TMTC2,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,mRNA catabolic process (GO:0006402),1/44,0.1981144149654997,0.2787197896818551,0,0,4.664552501761804,7.551493311263548,AGO4,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Cellular_Component_2021,pigment granule (GO:0048770),1/24,0.113407683581024,0.2803095575304556,0,0,8.729468599033817,19.002011610155247,RAB27A,4,100,human,GO_Cellular_Component_2021,0.45274409802211457
GO_Biological_Process_2021,adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),2/165,0.199787737267877,0.2807298927582898,0,0,2.471140603480656,3.979771422192255,GNAQ;LPAR1,4,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,action potential (GO:0001508),1/45,0.2021326772791743,0.2826410639664947,0,0,4.558310376492194,7.287967841732019,GNAQ,4,100,human,GO_Biological_Process_2021,0.4529445432817831
GO_Biological_Process_2021,regulation of receptor signaling pathway via JAK-STAT (GO:0046425),1/45,0.2021326772791743,0.2826410639664947,0,0,4.558310376492194,7.287967841732019,CYP1B1,4,100,human,GO_Biological_Process_2021,0.4529445432817831
GO_Biological_Process_2021,positive regulation of nervous system development (GO:0051962),1/45,0.2021326772791743,0.2826410639664947,0,0,4.558310376492194,7.287967841732019,NUMB,4,100,human,GO_Biological_Process_2021,0.4529445432817831
GO_Biological_Process_2021,positive regulation of response to biotic stimulus (GO:0002833),1/45,0.2021326772791743,0.2826410639664947,0,0,4.558310376492194,7.287967841732019,USP15,4,100,human,GO_Biological_Process_2021,0.4529445432817831
GO_Biological_Process_2021,regulation of cellular protein localization (GO:1903827),1/46,0.2061310043831236,0.2857951606664564,0,0,4.45679012345679,7.038356248208516,SPIDR,4,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,regulation of double-strand break repair via homologous recombination (GO:0010569),1/46,0.2061310043831236,0.2857951606664564,0,0,4.45679012345679,7.038356248208516,SPIDR,4,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,negative regulation of tumor necrosis factor production (GO:0032720),1/46,0.2061310043831236,0.2857951606664564,0,0,4.45679012345679,7.038356248208516,IRAK3,4,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,"regulation of synaptic transmission, glutamatergic (GO:0051966)",1/46,0.2061310043831236,0.2857951606664564,0,0,4.45679012345679,7.038356248208516,LRRK2,4,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,positive regulation of organelle assembly (GO:1902117),1/46,0.2061310043831236,0.2857951606664564,0,0,4.45679012345679,7.038356248208516,ASAP1,4,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,spliceosomal complex assembly (GO:0000245),1/46,0.2061310043831236,0.2857951606664564,0,0,4.45679012345679,7.038356248208516,SRPK2,4,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,positive regulation of smooth muscle cell proliferation (GO:0048661),1/46,0.2061310043831236,0.2857951606664564,0,0,4.45679012345679,7.038356248208516,FOXP1,4,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,protein polyubiquitination (GO:0000209),3/314,0.2077465580416999,0.2876876340553336,0,0,1.948055822587596,3.061245854508761,PELI2;UBR2;FBXL5,4,100,human,GO_Biological_Process_2021,0.4541798026670203
GO_Biological_Process_2021,regulation of cellular metabolic process (GO:0031323),1/47,0.2101094941683413,0.2902595659509697,0,0,4.359683794466403,6.801658146757973,CYP1B1,4,100,human,GO_Biological_Process_2021,0.45567611862269064
GO_Biological_Process_2021,glycosphingolipid metabolic process (GO:0006687),1/47,0.2101094941683413,0.2902595659509697,0,0,4.359683794466403,6.801658146757973,ST6GALNAC3,4,100,human,GO_Biological_Process_2021,0.45567611862269064
GO_Biological_Process_2021,negative regulation of MAP kinase activity (GO:0043407),1/48,0.2140682440880332,0.2925599335869787,0,0,4.266709649688373,6.576964036635908,IRAK3,4,100,human,GO_Biological_Process_2021,0.4565765832001554
GO_Biological_Process_2021,cellular response to alcohol (GO:0097306),1/48,0.2140682440880332,0.2925599335869787,0,0,4.266709649688373,6.576964036635908,SPIDR,4,100,human,GO_Biological_Process_2021,0.4565765832001554
GO_Biological_Process_2021,negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556),1/48,0.2140682440880332,0.2925599335869787,0,0,4.266709649688373,6.576964036635908,IRAK3,4,100,human,GO_Biological_Process_2021,0.4565765832001554
GO_Biological_Process_2021,regulation of interleukin-2 production (GO:0032663),1/48,0.2140682440880332,0.2925599335869787,0,0,4.266709649688373,6.576964036635908,RUNX1,4,100,human,GO_Biological_Process_2021,0.4565765832001554
GO_Biological_Process_2021,regulation of mitochondrion organization (GO:0010821),1/48,0.2140682440880332,0.2925599335869787,0,0,4.266709649688373,6.576964036635908,LRRK2,4,100,human,GO_Biological_Process_2021,0.4565765832001554
GO_Biological_Process_2021,positive regulation of blood vessel endothelial cell migration (GO:0043536),1/48,0.2140682440880332,0.2925599335869787,0,0,4.266709649688373,6.576964036635908,MAPK14,4,100,human,GO_Biological_Process_2021,0.4565765832001554
GO_Biological_Process_2021,positive regulation of DNA repair (GO:0045739),1/48,0.2140682440880332,0.2925599335869787,0,0,4.266709649688373,6.576964036635908,SPIDR,4,100,human,GO_Biological_Process_2021,0.4565765832001554
GO_Biological_Process_2021,Golgi to plasma membrane transport (GO:0006893),1/48,0.2140682440880332,0.2925599335869787,0,0,4.266709649688373,6.576964036635908,KIF13A,4,100,human,GO_Biological_Process_2021,0.4565765832001554
GO_Biological_Process_2021,substrate adhesion-dependent cell spreading (GO:0034446),1/48,0.2140682440880332,0.2925599335869787,0,0,4.266709649688373,6.576964036635908,MEGF9,4,100,human,GO_Biological_Process_2021,0.4565765832001554
GO_Biological_Process_2021,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),3/321,0.2168275960114548,0.2948505882084967,0,0,1.904493289243338,2.911308865185454,COP1;UBR2;FBXL5,4,100,human,GO_Biological_Process_2021,0.45684799000464693
GO_Biological_Process_2021,negative regulation of catabolic process (GO:0009895),1/49,0.21800735103248,0.2948505882084967,0,0,4.177609427609427,6.363445371866637,IRAK3,4,100,human,GO_Biological_Process_2021,0.45684799000464693
GO_Biological_Process_2021,regulation of cellular localization (GO:0060341),1/49,0.21800735103248,0.2948505882084967,0,0,4.177609427609427,6.363445371866637,LRRK2,4,100,human,GO_Biological_Process_2021,0.45684799000464693
GO_Biological_Process_2021,cellular defense response (GO:0006968),1/49,0.21800735103248,0.2948505882084967,0,0,4.177609427609427,6.363445371866637,MNDA,4,100,human,GO_Biological_Process_2021,0.45684799000464693
GO_Biological_Process_2021,oligosaccharide metabolic process (GO:0009311),1/49,0.21800735103248,0.2948505882084967,0,0,4.177609427609427,6.363445371866637,ST6GALNAC3,4,100,human,GO_Biological_Process_2021,0.45684799000464693
GO_Biological_Process_2021,regulation of smooth muscle cell proliferation (GO:0048660),1/49,0.21800735103248,0.2948505882084967,0,0,4.177609427609427,6.363445371866637,FOXP1,4,100,human,GO_Biological_Process_2021,0.45684799000464693
GO_Biological_Process_2021,regulation of stress-activated MAPK cascade (GO:0032872),1/49,0.21800735103248,0.2948505882084967,0,0,4.177609427609427,6.363445371866637,MAP4K4,4,100,human,GO_Biological_Process_2021,0.45684799000464693
GO_Biological_Process_2021,RNA catabolic process (GO:0006401),1/49,0.21800735103248,0.2948505882084967,0,0,4.177609427609427,6.363445371866637,AGO4,4,100,human,GO_Biological_Process_2021,0.45684799000464693
GO_Biological_Process_2021,mitochondrion organization (GO:0007005),2/175,0.2180558792587227,0.2948505882084967,0,0,2.327120443553144,3.5442135628801488,AGTPBP1;LRRK2,4,100,human,GO_Biological_Process_2021,0.45684799000464693
